dgp1,dgp2,dgp3,dgp4,null,death
19.39686445973642,27.007403109730983,29.295515288797134,30.656304600991408,20.413047211458355,0.0
20.741898175578317,25.20981390588664,33.13010325507753,32.009070856366726,21.521826242710205,0.0
21.287314159600463,26.42670103212522,32.976181109692554,33.65080308512827,23.920428639259647,0.0
23.24641966892028,25.4961471124236,31.68585104616431,33.398749377968,24.404412201515044,0.0
21.841112399360796,25.039586764894686,32.23701360604684,32.673370844033684,24.81848411566574,0.0
23.143469472397328,26.816434361621845,33.23919339996288,34.777060932314406,26.008192816669485,0.0
21.549157803827274,26.31087643105553,30.738334496869665,34.5500620943199,26.284242840825513,0.0
25.557561354229943,29.435408324806687,30.896605419532854,36.26987156774343,26.25686643329884,0.0
27.269990745031947,30.956511935994435,27.6847937004671,37.19570051065833,25.29267111925328,0.0
24.267755273319978,29.946943483972706,29.091112929512526,36.94950862334932,23.04648270202047,0.0
23.91997615055649,30.055382713958615,29.755455511787435,33.77615354537573,21.537362965162302,0.0
22.946714456066395,33.01506927646119,30.199878686281924,33.60082263856751,22.42803717534561,0.0
25.415180377791575,33.27994496683718,31.341481038933903,34.140427238883646,19.26143249338748,0.0
25.810398546276282,33.553625935982865,29.23740559992595,32.17896825078633,21.356946547890892,0.0
26.590774252938978,36.05950050096616,29.597786864193214,33.93033049139724,25.653209260765006,437.0
24.952613502485598,34.419875650864604,31.973675961404467,32.26234815406301,24.392000978910286,463.0
24.532690843459736,34.066064776649114,28.947763304934227,29.608742428558585,24.456916319382596,402.0
26.913849130776516,32.80743569914082,29.915098474175043,28.986935071432967,25.084449510040802,394.0
25.026445191813384,30.172344867453493,31.066221495109083,26.442846060064085,22.555275592688687,303.0
25.4222943807178,29.162382073821284,30.05431103403109,24.84566666526553,23.2107424681767,237.0
26.385531594368747,32.970592007025665,33.25339542877884,25.45222138635725,26.4807721515171,215.0
27.15162211308085,33.08308652528756,33.14640455642234,27.546570246345052,27.767145991854463,233.0
29.73497868032154,33.811145400976294,31.67293392428011,29.695400551103962,28.55576790061625,361.0
28.71414624290291,32.125460043618865,31.16736715733246,26.712284774741814,26.678393906534417,421.0
27.479289314976345,33.818617399287675,34.12407380306534,28.614681275106307,27.043660236434235,430.0
29.0908040461374,34.62592949018095,34.283330322541936,32.11050599316924,27.711159324924203,445.0
28.620620841834707,33.91295053400739,31.379773669273902,26.55971621222525,26.666909441399568,404.0
28.130499104333214,32.89287546910143,30.12783036144463,27.038970580857065,25.91532984409916,369.0
25.914627431536935,33.775917921057875,31.191631589964967,27.689168176377642,28.586300347702405,354.0
26.5793694749334,32.744260132148646,32.553827998312904,28.052458665871033,29.19228857236068,374.0
29.27443058523547,34.709338473860086,37.62276057585093,29.64288773610229,28.776813925472926,358.0
27.612116221426742,32.77852151783568,34.54188081302605,28.439005676434086,29.958931857249574,400.0
27.674156198180558,30.210037575406194,33.08877974208796,30.712096753841042,30.70661118886455,368.0
25.978010562899087,29.69404929073592,29.90647465117732,29.10788268434405,28.359282023700757,339.0
24.618221706219366,32.52021033379069,31.79529535628721,27.51805376589708,28.612907357176578,325.0
24.189338980052334,33.669825072498114,32.64807965694093,28.330963764018893,28.296666844913823,315.0
23.47257215709179,34.033656008719646,31.309833435060508,28.267133492238866,26.143763576769135,349.0
25.696946205258943,38.20475399238745,34.53496680334205,31.7739104688167,29.020945381043877,385.0
21.981751536382472,34.1986676281897,31.90061455877541,28.457038389461903,27.749484639371612,355.0
23.460609542744503,32.78095484781201,32.80472065333329,30.63426894063821,30.558436431452904,382.0
25.366636647846814,31.915002137957806,32.97954381102632,30.235550794454877,33.08912835548978,417.0
28.68884514957266,29.780856745271016,32.051311099101675,29.76586317606532,31.267690300961863,411.0
27.77816478490946,29.04882126767616,29.058442065296845,27.09409551350631,33.64825263665654,336.0
25.533088950540627,29.323996271950342,30.740144840851443,29.052176474168245,33.04564833620695,264.0
25.356796097987946,27.312061891112556,29.75519396728924,26.06281300042199,28.94881979871051,203.0
25.30421876807693,30.592415923738074,31.21683042975908,30.04827585261077,28.047317235338372,220.0
25.662099721315688,33.064416710839104,37.03022413063961,28.512686582320345,30.9077549430216,229.0
23.935086957687766,32.17579516092895,32.16400070943136,25.48501147282832,30.207791356417413,261.0
24.234264976054824,34.989641283931164,31.70344626911933,25.323852801317734,27.263830509217684,275.0
24.92915311279298,35.67513078481634,30.493206209815803,24.09373563074643,27.950128807113945,247.0
23.70642285716913,34.397699032776806,27.714662337608605,22.1817804048441,29.806831023774784,206.0
25.43612988955239,34.00505598825837,30.39362940367383,24.052280494593802,31.716161374672772,213.0
24.364406659495955,32.81586444295282,31.188877597306952,22.06210200979176,30.007676229042847,204.0
22.539834360536084,27.53039308345063,28.6239324660293,17.001682426288554,25.210052554674057,172.0
24.1326531404507,28.065518784654234,28.901454840927517,17.183979972230034,28.50489543360026,113.0
24.177981449538688,28.053284615332686,31.812808321891865,18.319054148402827,25.45639268134438,121.0
23.876002832340962,28.0729513490382,31.95622220529771,19.225764906418267,28.10498344874498,111.0
25.187814914105083,31.592330857774,34.01178276195053,23.873651673013793,29.252106621290412,127.0
25.01828296267303,31.71188227848577,32.28584238172097,21.788327072363096,29.81846708321371,155.0
25.084255002555256,31.624489080181718,31.44610685581086,15.83728925881235,29.01065777258765,183.0
26.06774764927393,31.047071148140564,31.191483760338127,17.889559221816626,30.20551848826767,224.0
26.84213540723831,33.656363377806876,30.512843623912183,18.306110957085984,31.623166901128837,216.0
26.365535981535764,33.29679566628268,30.428897313076313,18.432245070163603,32.60694200102996,236.0
26.04941380069146,31.31472780844757,29.46897925352791,19.645313458171223,33.446959447709006,234.0
27.761792323806116,31.00551372506899,29.977694673332245,20.860174380857,32.89832298613446,187.0
26.076727283766388,32.0616848500311,29.346621177883144,21.219163690203693,32.66501661694366,200.0
28.041525827409227,30.715765530775492,31.250864161558763,24.08011540661395,31.2469742218583,213.0
30.60350238498088,34.09897844906977,31.643201804758082,25.88652487334618,31.646682913410032,252.0
32.724620861519746,35.35828889886294,31.850581678497285,29.700437535258338,34.022777866399636,339.0
