dgp1,dgp2,dgp3,dgp4,null,death
20.839828586535514,25.53291190293803,31.48700283513116,30.18190608959685,15.88918269594684,0.0
21.52593490182263,24.750520381770375,32.09960169134828,30.27091340118727,16.647079049435106,0.0
20.591075411687342,24.17312169449159,31.79071691678275,28.792123924687772,16.74869831368984,0.0
20.40062188842854,25.923214952236375,32.93763965929664,31.082952279784212,13.895902938588002,0.0
23.355953411055864,28.64051542987397,35.46828754907299,34.486540094959715,18.82572290604238,0.0
18.368287958883556,24.40503970150514,30.111020579463386,33.427782861352526,16.78100393228575,0.0
17.42920296257063,22.20952473430799,30.191945046542546,32.562407490677266,17.94325904344865,0.0
19.433267276010408,25.68143563425709,33.22479169572702,33.41108659914096,21.143012839794963,0.0
19.93705361001986,25.240638960702775,31.814734462795855,33.52983577249431,22.287985945789632,0.0
18.9514280000215,26.65926375758483,30.58717657263107,32.116563185796025,22.798812565454874,0.0
22.552421061278555,28.738303725222046,33.18055567587706,31.947024504612944,24.237810725390784,0.0
22.917485076220835,27.733569069884126,33.696068620439135,30.417751869644498,24.915388103851345,0.0
24.00924469604213,30.011492205033036,34.24377865061493,29.200713639942798,25.577561991289144,0.0
21.627890792743965,26.767734758197538,31.708599757599295,28.79237625586896,23.841143451282132,0.0
20.211376044984597,24.186033977745808,31.73264124196357,28.10812987879712,22.90624559473588,190.0
19.98588365572068,22.409768061271127,31.256878841440678,26.03305519814389,24.019819670190923,166.0
18.93787482791956,22.787292352639234,29.83058426006242,26.700025361471447,23.538023040541937,105.0
18.96825367910432,22.67749214007221,28.025249378563426,25.684875820132653,23.48375612532825,107.0
23.375848077552764,28.086542927709367,32.834879187838574,28.53072560493935,27.965268299621798,98.0
25.728546816615058,28.80828036146297,31.94164026205861,30.39066649441058,29.188933041659304,152.0
23.847982174173666,26.300862190715645,31.54599444327719,32.46065328143888,28.19310811962992,202.0
25.331471986098144,27.519900216539806,32.232889769951335,34.21760770400473,28.46606047350992,241.0
24.381400772032098,29.133494019829662,32.11659713093076,32.34601443070172,28.77039002975798,264.0
20.294259798589255,24.448197937737678,28.853028869262793,30.649753411615652,30.070810964417177,263.0
21.31950221450811,28.48492155229759,32.067569437882355,31.62293601462769,30.512607663585513,196.0
23.419876892030434,28.635784618550797,32.65650682487372,32.18150884322887,29.887278557088326,241.0
24.828157114138744,29.218877195009537,35.502775613595105,33.525086330372076,29.845306001306703,251.0
28.622663900392787,30.68310801223081,35.62792216475415,33.97559116194883,30.916614019914313,215.0
28.5206446403893,31.74040627205403,36.30957568203861,34.46464534779213,29.17850243449859,251.0
26.073382701220506,29.458043241709905,35.81452330823534,31.557621710089215,27.97171727597908,278.0
22.180216811268146,28.465867968762346,34.061243041299065,26.504546192424083,26.106143723740544,212.0
21.415019137692703,26.84166811994699,31.892293275985974,26.07688905115805,25.944088887091503,157.0
23.996631650925977,26.4478384724832,30.6041618198888,24.457892745163115,24.430332590785945,151.0
24.878434931854216,27.271835918336123,32.417368512123666,26.08124781396658,23.258965955687685,135.0
23.354872344405123,25.406433445213302,30.27018552400428,26.308035611644502,24.809724882192874,133.0
23.62099621887994,23.744629319722392,27.8094020115108,29.512120307930694,25.11217308341241,111.0
25.204878483801252,27.88455446946103,31.333279952650443,29.563009468938734,28.224408896256723,150.0
27.987254251291393,30.92965268777496,32.76588292356597,26.44282015946236,28.78819214451026,230.0
31.891512905425113,33.14712105704885,35.303234068031664,29.94871265546709,29.400221167367956,255.0
30.859014560278226,27.931149047143087,32.11517658173999,26.916167483820228,25.437397555701764,307.0
28.77634664493156,31.594612308483164,32.28166715343661,26.450781353640142,25.390959663901246,293.0
27.108481276796468,30.91938548678689,32.16800246483258,25.66895683344147,25.5834403752332,281.0
28.65893754435746,32.885341646375934,34.26266742662588,27.781050657385773,28.404529425237435,303.0
30.07559857619417,32.49611105096045,34.80932048381432,28.077270400964576,28.199802479497254,314.0
29.046655688220756,34.514196950755824,36.4312032291297,28.014498794863147,28.815905972591143,344.0
28.98779799274985,33.499379332447596,35.750411962164605,24.843967117894152,29.43230787682694,283.0
26.826667314325046,34.29541686260259,35.944633355894894,24.775009083778084,28.015453451776793,222.0
26.939104134106145,34.57119511189922,34.06357172541581,22.99393948838769,30.44821017284219,227.0
26.415407432031103,36.31845050843052,34.479133562538266,24.787319092225314,31.764702640809315,229.0
27.486540453003826,36.552996866635354,34.02562329464746,24.807996114851996,32.662763475395145,230.0
27.545859234567022,36.56893524158111,34.34634816184155,26.86157456421878,32.64552274767232,253.0
30.110113077493118,35.057766940167625,36.343041582632665,26.92042991595782,34.52738901549912,277.0
32.20921274447104,36.140299525752646,37.707448064018884,30.258818044752783,34.49752509924148,283.0
33.15897332264027,32.22620374730257,37.386791169839476,34.47474352276275,34.15332900195464,291.0
34.77033872933196,33.61331979716354,37.383996554013834,31.483966865110013,35.41745825910603,369.0
31.967385583203853,31.578610420399993,35.560907758859784,30.040571779777185,32.249520350152096,318.0
31.21379838729832,30.580883527218987,35.19811230099603,26.931596074501655,31.673683636092147,297.0
33.681804519514564,31.829401413059966,34.6205946673252,28.694369104592667,32.295335470965554,279.0
31.65591781728831,31.894247852145604,32.479088751959665,30.118000033494113,30.558492381291625,346.0
32.17127561671066,32.55987040173664,33.53439422359693,29.35311991087309,32.16250939193075,472.0
34.15467854690892,32.38534861735536,31.768282726969606,28.79402486407985,32.77808171811046,508.0
35.77235800375274,31.824641488673652,32.57691355694589,27.233197949723245,32.60308874319445,522.0
33.20618238318836,33.052696842552706,32.35019615364837,25.16595150714393,34.86923327772777,410.0
32.078656165413115,32.210085368391525,33.084095935870636,25.082269837371822,34.80359691548519,365.0
32.33434343343494,34.061471209122374,33.832159354710925,26.1352962692497,37.215850764658455,342.0
30.357508450418095,32.89351510967219,31.11837313582278,22.277429497412164,35.04662040554387,335.0
31.194158187791324,35.237162636317315,30.86263913431454,19.646878953206027,34.25466024436294,342.0
33.66935388347267,34.700880429804634,32.87138943816382,21.524261000904666,36.2650392889925,305.0
32.355673089364764,32.43943587851115,31.077379607422305,20.26845660547879,35.846464496316344,346.0
30.052358819948132,33.74519834864581,29.676226014416322,21.786320529050343,35.83860677260843,285.0
31.91257901087179,32.13970874428058,30.468468896277777,23.251132103193235,35.129251830422156,316.0
32.0708477076125,29.836388533413785,29.143083286656527,21.892245156151816,33.51520337682741,244.0
31.036988639583484,26.574202475534882,26.66405154076196,20.591788565851598,32.38736131637513,163.0
25.750383571002878,23.678792151039254,25.022118616879943,20.188816668938923,27.955919377840797,122.0
29.457241555829544,28.386904447486877,26.684310429131443,21.407938885791125,30.612281718447257,101.0
31.659392448219496,27.967405675455907,26.561876290894645,22.323454453307296,28.936456555881502,93.0
31.853637833764815,30.084055495624767,26.88249317931482,23.38110639580036,28.237219538494912,102.0
31.770854039059884,28.974992616164084,26.147739960352162,21.55808839328401,27.593536341883443,121.0
34.657889106921864,32.592445422054254,28.6894089383544,23.000689915347902,31.928653633395633,128.0
35.53812410181129,33.31827555566544,31.328213430346526,27.761624099257716,32.2115757129969,189.0
35.13891196039721,31.71133620579443,29.38178850822912,26.913308344568783,29.371785329808645,285.0
39.0067911233392,33.50392399343222,34.15658268681553,28.982352689645904,32.69467181217314,310.0
37.066734676150375,29.943130415300267,30.56676905077667,26.628407276926886,30.90306943260738,338.0
36.34259025382757,29.892201839473277,29.470429531285077,26.383227613741422,31.575502158292448,263.0
37.29160296467602,29.490347669597845,28.896162768813902,25.786977801005104,32.58197769184874,187.0
33.30826762531836,29.577944063447475,25.388252707117875,22.70176182452445,29.12427924204863,173.0
34.83654948645626,30.997617952473576,28.07581213256347,21.925765506432594,29.67748037508877,177.0
34.28183608590128,32.83439954482582,26.54324600794078,24.0542421391605,31.127551484908086,133.0
32.73628283310407,31.790344465728335,23.472520266255895,23.491522336145117,32.83935509166449,167.0
30.82609256688886,30.321461017846445,23.577968217237512,20.94389808081531,30.651363044908056,156.0
31.59815764033803,32.71670399995994,21.891477441333894,20.5492423793914,31.552882298623583,153.0
29.04214000680502,31.05230269751822,18.904164419919447,18.33225565256609,27.34403828909958,159.0
29.25092408500557,30.20192389665692,19.844534864508166,17.804332192784493,28.195221069793103,156.0
28.00416730835633,30.228001143739018,21.123290248895103,15.726858524152064,29.292963860912288,123.0
28.03555827439354,29.206574329303663,20.951210886605764,16.09115941981991,27.773797323264663,129.0
29.83081112681931,30.65100512934939,18.73828482280861,16.71973410066738,30.832307565246317,136.0
31.650567705427783,31.72517208566983,19.83530369147045,16.720813951353193,29.35059729456946,138.0
33.73113899063372,34.24239298959009,21.558920736706504,18.9672583108246,31.124825960192315,137.0
34.64811073485413,31.03932926561341,23.470451955559092,19.58542966754681,32.810876565060205,168.0
38.951451469477675,30.730848096906524,27.47470580505641,19.632916290093767,33.86220774782712,172.0
34.667074475571546,29.524542349644673,24.311528116833696,18.3567049374229,31.73009979420931,151.0
35.325164915623475,33.9419177422011,26.95130279311889,18.791098526715658,32.533037574893925,156.0
35.8648000417299,32.86615619275054,26.61791629115143,19.48665731944157,30.86838514814809,175.0
34.26723867433636,28.05644151161228,22.108789383675564,18.89368629996345,32.201051769068634,152.0
34.98269689254631,31.316668061708103,25.35899048110673,18.045838454237025,30.820511008983658,151.0
35.573802729884896,31.99869028011106,26.7128584451862,20.635339797093067,33.56018107547219,133.0
37.39006069191368,34.80576894040905,24.95631097633711,22.62591049406314,34.53741806095631,138.0
37.39443914086992,31.675993033204122,24.23820118990735,21.95573893257342,33.772337676917935,153.0
35.008318178978584,27.704691358872775,21.285851757551338,18.85386625511969,33.2175475833803,178.0
35.28927485372785,29.22325167114494,23.71417373128002,18.213920460129014,36.62204563687499,115.0
33.43741649125933,26.876638081453063,20.67939157659338,15.245337522873744,33.37280156377331,110.0
35.222752488640204,28.685981531525186,21.045245436991458,17.228295783137444,32.345374361779356,104.0
34.03910969352005,30.240736450064823,21.658674816435347,17.121338859984654,28.980563627813122,92.0
35.169451107190774,28.866230000136472,19.38629202554109,16.45647976681724,27.545053889427102,115.0
35.056348211743305,30.640553884549284,23.759327633808166,19.61321586700871,32.8685695517881,110.0
32.68420619195943,30.037175328636366,22.44740382401687,17.332009551480382,30.287842201136495,113.0
29.78976845557716,25.400672419748517,23.02703921366241,14.60815018216373,31.235050020885254,128.0
34.25032294310591,30.442423941938607,29.720752549920036,17.948435412642333,35.0189659434385,130.0
33.50252405255972,31.72188598575138,29.207347552219787,18.66084484271411,32.51331222700911,145.0
35.074611605732336,33.7557959105349,26.856531807598657,19.04392092727985,32.33730888637308,173.0
31.183142752586086,29.326222143825053,23.980710517317874,13.476677642028063,29.080973221823577,156.0
25.785249183532272,26.10164172532125,20.81477197177696,8.807799872310067,26.901053544714006,143.0
24.93419236892002,25.272331213873436,17.939501132774666,9.130421524484055,26.065825621324322,102.0
24.239415774138173,22.14588655203455,16.57342194988604,6.356262776952031,23.394313948867406,80.0
24.186338509038844,24.650052837663917,13.989072959881089,9.079143649663337,21.745215134101336,69.0
27.91359657861833,22.601566273732207,15.280853428542894,9.219868236502549,25.459862680576762,89.0
29.032111017431927,23.913171614321186,17.126152545046345,12.254135108531816,27.963676378154176,101.0
29.221214956284392,22.808738183356326,16.518717916905373,12.938262955835707,26.309759026828765,88.0
29.19321107593845,24.169602721298293,19.832767852996295,14.867425228282112,31.81383401780403,85.0
28.139629532393954,22.926743878557964,20.58951642825775,13.7427461565444,31.503824462254368,112.0
27.359553445434088,23.408572345612136,22.97960230863222,16.351069295075867,29.98453374413595,133.0
25.333444991759418,24.832562022874388,25.147521747256235,15.920148596252998,28.71425289609549,133.0
28.137381527558603,23.53522202830979,22.1306790540044,15.738913136198066,27.486430262202997,132.0
32.171519801835124,26.660466427144506,24.616791057236338,16.20124713331391,32.368071436305506,158.0
30.29728413013739,26.969473277888223,22.180709900753065,13.713713291527673,31.745627458437355,149.0
32.009147028852986,25.62493133133169,21.829203467602117,16.340489038084474,32.752075010245775,115.0
27.955566466826568,22.070162927244265,21.07422366572896,14.849378260761657,26.97287111615298,113.0
30.90130036711271,23.649465278971732,20.861601647216265,16.588389976749,27.607415834915344,91.0
28.468615270909435,21.60939959578892,21.47293452329395,12.935447626980334,27.66876341837236,93.0
28.342983313480158,19.164263724736966,24.971423993158897,11.478974983236592,30.68591620913654,92.0
26.978962847636605,19.22764288021712,22.763372391455757,7.950634445107832,33.068179653030185,110.0
30.86681475948637,22.57065769694226,21.956742277207873,9.919275881108666,31.53354258496903,83.0
28.44528436677265,22.799674722324028,20.10817330687317,10.039184355371676,31.217568446181634,96.0
28.857132161899674,19.59083447558317,17.390617239757926,9.469507618455856,27.40368149270685,101.0
29.037065543246456,19.986187127305552,17.55415156655371,12.265807837131876,30.07091904521985,92.0
26.53934948425051,18.613938229848046,16.24177545697284,9.309489421510179,26.216490455279818,74.0
26.15626218476883,16.62055671031569,16.971589830876795,9.726530994895597,24.074014893412482,87.0
25.647550853461325,17.596990934702465,16.92770605021068,8.762265154936133,26.59571584409239,112.0
26.34505624870781,17.3946814306519,16.125218210710212,6.160812587101595,25.149194488801108,109.0
