dgp1,dgp2,dgp3,dgp4,null,death
21.026039323192002,18.3034040015459,25.064635202307223,33.01568370285633,17.386876686325564,0.0
19.39215674476235,18.8003764563161,26.41504987266147,33.62579802599461,18.588975330647592,0.0
19.426411695286795,20.847158783341158,23.85529201579899,30.06225755359146,15.916510024381347,0.0
20.200878517455507,22.7202346273352,27.994757406778067,33.356694816374855,17.45698125570005,0.0
23.62115211625791,25.54782256971193,29.76449040295417,36.69518718625247,21.91363728149566,0.0
23.055769016796226,27.077256295532482,28.777319793622485,34.38076394057666,21.239508824138724,0.0
23.386714373362718,27.39018718119631,29.589051120947104,35.379756609570464,22.95039786194121,0.0
27.03011021104433,28.111207148892927,30.435778019551485,35.01099236831579,24.165384363590796,0.0
23.222294953004916,25.10024358001909,29.06868470765621,32.68397644570836,19.425314116454345,0.0
23.175757624178175,22.871965652855643,29.233826160503117,31.82462347035181,17.709934018856046,0.0
24.97886829250695,27.313229932123406,32.3771852173723,33.603980181788764,20.839847949935336,0.0
23.219273148747757,25.606577814205863,30.37194164422906,33.97330779360855,18.19753983672794,0.0
19.693021547630483,25.68779043911209,30.327081431288043,33.4798981314672,17.82669389851364,0.0
22.0392276025027,26.93640324104283,32.93805694690004,35.42376398791295,20.408554250880808,0.0
20.2096229982639,27.429816410927575,31.519649860121252,32.9377855917767,21.76800454685262,204.0
22.73409494620875,30.56143109779038,35.63263078629231,35.11402417687721,22.63081346183859,219.0
22.19434339253023,30.976955638048818,35.21982510977306,32.912535038325885,21.938768332176437,234.0
22.884601607605124,27.438723231284484,32.61158907064251,33.282510746378584,21.40864746801542,245.0
24.333092713206202,30.97350884817198,35.05566205617791,34.90068034337874,24.84060004631453,220.0
24.029105558673166,27.875950069367924,33.68876246508581,36.53625324633516,22.49249206003597,259.0
26.235046825536397,29.464240122307775,39.18379183582852,36.02251172795947,26.694976554376417,226.0
24.05548423679028,33.09890821291847,37.4855716766221,37.59296663678397,28.206723152555472,239.0
25.26002540021154,31.59661819268214,37.48510643772956,37.60868926191182,28.97892995075756,225.0
