"value","lag","rr","lo","hi"
0,0,1.00675137971893,0.967109832527318,1.04801782225427
0.2,0,1.00776081022812,0.969290193517916,1.04775830543144
0.4,0,1.00875655399259,0.971375410986905,1.04757622409768
0.6,0,1.0097355926017,0.973364398969073,1.04746584942552
0.8,0,1.01069489684198,0.97525574429789,1.04742184855093
1,0,1.01163142723919,0.977047924352124,1.0474390447701
1.2,0,1.01254213469153,0.978739531224473,1.04751217440152
1.4,0,1.01342396119425,0.98032949083187,1.04763565181656
1.6,0,1.01427384065616,0.981817264072875,1.04780335555704
1.8,0,1.01508869980831,0.983203016637829,1.04800844895911
2,0,1.01586545920511,0.984487744816325,1.04824324796298
2.2,0,1.01660103431804,0.985673346745673,1.04849914668857
2.4,0,1.01729233672203,0.986762631830124,1.04876660806865
2.6,0,1.01793627537457,0.987759265050779,1.04903522283862
2.8,0,1.01852975798728,0.988667646869539,1.04929383619501
3,0,1.01906969248989,0.989492732630777,1.04953073823024
3.2,0,1.01955298859974,0.990239797134519,1.04973391250347
3.4,0,1.01997750103211,0.990914683761938,1.04989270989716
3.6,0,1.02034458690047,0.991524601045737,1.05000226410829
3.8,0,1.02065642635944,0.992075938932137,1.05006028247207
4,0,1.02091521152513,0.992573858794175,1.05006580607472
4.2,0,1.0211231452988,0.993022443062269,1.05001904554087
4.4,0,1.02128244023568,0.99342484498351,1.04992121749387
4.6,0,1.02139531745963,0.993783435197192,1.04977438502128
4.8,0,1.02146400562425,0.99409994331828,1.04958130397145
5,0,1.02149073992098,0.994375593704646,1.04934527592021
5.2,0,1.02147776113481,0.994611235132806,1.04907000809585
5.4,0,1.02142731474787,0.994807464309818,1.04875948034516
5.6,0,1.02134165009142,0.994964743090599,1.04841781927993
5.8,0,1.0212230195465,0.995083509028764,1.04804917998248
6,0,1.02107367779362,0.995164278538731,1.04765763599745
6.2,0,1.02089588111152,0.995207741557967,1.04724707872439
6.4,0,1.02069188672547,0.995214846238512,1.04682112768394
6.6,0,1.02046395220499,0.995186871928174,1.04638305339803
6.8,0,1.02021433491133,0.995125488574929,1.04593571475002
7,0,1.01994529149458,0.995032800736034,1.04548151264206
7.2,0,1.01965907744061,0.994911374604126,1.0450223615352
