temp,death,dow,caltime,dptp01,o301,pm1001
-1.66666666666667,135,Sunday,4.0,28.0,4.021912401,36.3973843421
1.38888888888889,129,Wednesday,7.0,30.9375,7.464215681000001,37.4560737331
-1.66666666666667,109,Thursday,8.0,24.375,10.195954321,31.456073732999997
-3.05555555555556,125,Friday,9.0,25.5,7.836984376,30.6524222655
1.38888888888889,111,Monday,12.0,23.0625,13.2978896825,16.956073737
1.11111111111111,104,Tuesday,13.0,29.125,7.631223016,32.456073735
3.05555555555556,118,Wednesday,14.0,34.3125,6.131223016,40.9560737331
0.277777777777778,109,Thursday,15.0,30.3125,5.297889681,31.446637376600002
-3.88888888888889,125,Friday,16.0,22.875,7.110389681000001,19.4466373785
-5.0,130,Monday,19.0,13.4375,11.649484376,28.456073733
-6.38888888888889,133,Tuesday,20.0,13.625,10.944607836000001,27.956073733
-5.55555555555556,115,Wednesday,21.0,16.0625,6.264948201,31.4720194535
-6.94444444444444,121,Thursday,22.0,14.0,9.157324741,38.472019453499996
-16.3888888888889,107,Friday,23.0,-2.4375,13.6911510425,46.456073733
-16.6666666666667,123,Saturday,24.0,-8.9375,13.876079067500001,39.456073733
-8.05555555555556,130,Tuesday,27.0,11.25,4.6703177060000005,50.137109998149995
-1.38888888888889,114,Wednesday,28.0,18.0,5.691151041,38.13710999825
-1.38888888888889,123,Thursday,29.0,25.5625,5.575620741,33.9560737331
0.277777777777778,103,Friday,30.0,28.5,6.640692711,39.956073733
-2.5,115,Saturday,31.0,25.3125,9.051346475999999,40.456073733
1.11111111111111,112,Tuesday,34.0,30.125,6.405513146,46.0922801165
-0.277777777777778,126,Wednesday,35.0,25.25,9.466284746,41.637735671
-1.38888888888889,127,Thursday,36.0,25.75,7.4680131460000005,47.137735671
2.77777777777778,103,Friday,37.0,28.8125,4.972995031,59.456073733
4.72222222222222,128,Saturday,38.0,33.0625,4.941745031,46.4560737331
0.277777777777778,133,Sunday,39.0,19.625,14.6034298126,27.098053395100003
-4.16666666666667,115,Monday,40.0,10.4375,16.5617631426,26.098053395100003
1.66666666666667,124,Tuesday,41.0,22.375,8.061763141,31.9560737331
4.16666666666667,117,Wednesday,42.0,28.375,7.274954841,52.456073733
1.11111111111111,116,Thursday,43.0,27.0625,6.785371511,76.456073733
1.38888888888889,128,Friday,44.0,27.8125,8.107505901,54.456073733
-0.277777777777778,119,Saturday,45.0,26.4375,10.097089231,27.21411433
-4.72222222222222,115,Sunday,46.0,16.0625,19.0513464759,13.714114332
-4.44444444444444,107,Monday,47.0,14.125,25.676346477400003,5.956073737
-0.277777777777778,111,Tuesday,48.0,19.1875,24.0930131441,11.456073737
-0.277777777777778,116,Wednesday,49.0,20.125,24.084408071600002,17.956073737
1.11111111111111,115,Thursday,50.0,19.8125,19.3769805355,30.9560737351
0.277777777777778,124,Friday,51.0,18.3125,11.4064189415,54.7226933081
3.33333333333333,119,Saturday,52.0,20.75,5.436763146,59.722693308
1.94444444444444,126,Sunday,53.0,24.8125,6.6450964809999995,45.4560737331
1.94444444444444,147,Monday,54.0,24.9375,11.395096481,39.4560737332
-0.277777777777778,118,Tuesday,55.0,25.0,12.520096481,40.4560737332
1.38888888888889,138,Wednesday,56.0,23.5625,14.5721798125,40.9560737332
2.22222222222222,119,Thursday,57.0,20.1875,16.165929810999998,34.0802503456
4.16666666666667,100,Friday,58.0,23.375,14.7596798095,38.0802503455
4.44444444444444,119,Saturday,59.0,33.3125,10.228429811,36.456073735
3.88888888888889,123,Sunday,60.0,33.375,10.7263464795,15.956073737
5.0,125,Monday,61.0,28.125,17.622179811000002,18.456073735
2.5,124,Tuesday,62.0,21.375,19.8013464775,26.956073733
3.33333333333333,113,Wednesday,63.0,20.8125,12.186763146,31.72385083705
6.66666666666667,125,Thursday,64.0,30.5625,9.218013146,30.72385083905
9.16666666666667,108,Friday,65.0,36.9375,11.048629086000002,45.956073735
15.2777777777778,114,Saturday,66.0,38.1875,16.94446241925,55.4560737331
12.5,109,Sunday,67.0,35.25,28.0513464775,47.9560737331
-0.555555555555556,126,Monday,68.0,23.8125,30.176346477499997,35.956073735
-3.61111111111111,113,Tuesday,69.0,13.8125,28.63467981085,17.748295492
-1.94444444444444,112,Wednesday,70.0,15.3125,23.6034298111,24.24829549
0.833333333333333,125,Thursday,71.0,19.6875,19.645096478,47.956073733
1.11111111111111,128,Friday,72.0,27.75,20.9992631445,52.4560737331
2.77777777777778,106,Saturday,73.0,33.0625,19.7492631445,40.9560737332
3.61111111111111,127,Tuesday,76.0,18.625,31.6229044486,36.418637054499996
4.16666666666667,120,Wednesday,77.0,24.8125,23.5912847461,51.956073733
5.27777777777778,121,Thursday,78.0,28.1875,25.52283236515,40.456073733
6.11111111111111,127,Friday,79.0,21.375,32.85962249465,22.956073735
6.38888888888889,120,Saturday,80.0,19.5625,35.304803274,26.956073734999997
8.88888888888889,100,Sunday,81.0,27.4375,35.8256366075,34.3938821919
11.9444444444444,125,Monday,82.0,33.8125,33.269741542400006,49.3938821919
14.1666666666667,132,Tuesday,83.0,40.6875,28.0700964775,56.956073733
7.22222222222222,134,Wednesday,84.0,43.125,19.780513144100006,28.956073734999997
7.22222222222222,107,Thursday,85.0,40.1875,14.526725265500005,21.4560737351
6.11111111111111,102,Friday,86.0,39.375,15.401725265500003,37.9560737332
7.77777777777778,128,Saturday,87.0,36.75,17.978429811,35.7917056771
4.16666666666667,101,Sunday,88.0,32.5625,20.152040922000005,30.791705677
-1.66666666666667,125,Monday,89.0,21.5,25.235374255100005,24.956073735
-1.11111111111111,106,Tuesday,90.0,15.9375,27.108383334300004,27.9560737351
5.27777777777778,119,Wednesday,91.0,20.9375,22.927424839200004,32.4560737331
-1.38888888888889,91,Thursday,92.0,18.75,22.032065418000002,32.9560737331
-2.22222222222222,120,Friday,93.0,16.0,19.784459552500003,27.9827482751
1.94444444444444,123,Saturday,94.0,17.25,22.924094650300006,18.982748277
6.38888888888889,108,Sunday,95.0,25.0625,32.4918610658,14.956073737
10.0,117,Monday,96.0,27.125,34.180711440950006,11.456073737
9.72222222222222,134,Tuesday,97.0,26.0625,29.1322493082,16.456073737
4.44444444444444,120,Wednesday,98.0,31.125,24.037148933250002,16.456073737
10.0,120,Thursday,99.0,29.9375,18.987517817,44.152362043
15.2777777777778,110,Friday,100.0,36.6875,19.247410013,69.152362041
10.5555555555556,111,Saturday,101.0,45.25,25.9598255627,39.456073735
9.72222222222222,129,Sunday,102.0,44.375,27.92794656125,23.456073735
8.88888888888889,93,Monday,103.0,45.1875,22.45208618155,34.9560737331
11.3888888888889,140,Tuesday,104.0,49.375,16.29715062,32.9560737331
10.8333333333333,106,Wednesday,105.0,50.8125,15.9431576105,27.67561345
12.2222222222222,110,Thursday,106.0,49.6875,20.309402696,24.326452357
14.1666666666667,115,Friday,107.0,48.125,21.3570217435,27.6069126401
16.3888888888889,106,Saturday,108.0,48.4375,25.819846810149997,67.4560737331
13.3333333333333,97,Tuesday,111.0,47.375,31.377276381500003,41.23535793915
8.33333333333333,136,Wednesday,112.0,42.3125,15.292722156500005,27.73535794115
11.1111111111111,112,Thursday,113.0,44.6875,10.096956756000004,19.956073737
